src,tgt,hyp,ref,task,label
Я его им не дал.,I didn't give it to them.,I didn't give it to them.,either,MT,0
Чем отличается вера от доверия?,What's the difference between faith and trust?,How is faith different from trust?,either,MT,0
Том услышал шум.,Tom heard the noise.,Tom heard a noise.,either,MT,1
Кто придумал бинокль?,Who invented binoculars?,Who invented the binoculars?,either,MT,1
"Вы что, не понимаете этого?","You don't understand it, do you?",Don't you understand that?,either,MT,1
Рождество празднуют двадцать пятого декабря.,Christmas is celebrated on December 25th.,Christmas is celebrated on the twenty-fifth of December.,either,MT,0
Это не было полной неожиданностью.,It wasn't a complete surprise.,It wasn't a complete surprise.,either,MT,0
"Ему ещё нет тридцати, но волосы уже редеют.",He's not even 30 and he has a receding hairline.,"He's not even thirty, but his hair is already graying.",either,MT,1
Том под мухой.,Tom is tipsy.,Tom is under the fly.,either,MT,1
Он непременно придёт.,He'll come for sure.,He's definitely coming.,either,MT,0
Почему все такие встревоженные?,Why's everybody so uptight?,Why is everyone so upset?,either,MT,1
"У Тома есть родственники, живущие в Бостоне?",Does Tom have any relatives living in Boston?,Does Tom have relatives living in Boston?,either,MT,0
Я такой невезучий парень.,I'm such an unlucky guy.,I'm such a bad-luck guy.,either,MT,1
"Том считает, что мы не должны были этого делать.","According to Tom, we shouldn't have done that.",Tom thinks we shouldn't have done this.,either,MT,0
"Напиши ему, что мы его ждём около входа.",Text him that we're waiting for him near the entrance.,Tell him we're waiting for him at the entrance.,either,MT,1
Можно включить свет?,May I turn on the light?,Can I turn on the lights?,either,MT,0
"Откуда ты знаешь, что я этого не делал?",How do you know I didn't do it?,How do you know I didn't do that?,either,MT,0
Я вынужден ждать.,I'm obliged to wait.,I have to wait.,either,MT,1
Такая помощь нам не нужна.,We don't need that kind of help.,We don't need that kind of help.,either,MT,0
Я объяснила ей это.,I've explained that to her.,I explained it to her.,either,MT,0
Тебе нужно практиковаться.,You need to practice.,You need to practice.,either,MT,0
Никто не мог им помочь.,No one was able to help them.,No one could help them.,either,MT,0
"Я хотел бы, чтобы ты пошла.",I'd like you to go.,I'd like you to go.,either,MT,0
Том это починит.,Tom will fix it.,Tom will fix this.,either,MT,0
"Том говорит, что никогда этого не делал.",Tom says that he's never done that.,Tom says he never did that.,either,MT,1
«У каждого есть недостатки». – «Только не у меня».,"Everybody has flaws. ""I don't.""",Everyone has flaws. I'm the only one who doesn't.,either,MT,0
"Если тебе нужны помидоры, иди в овощной отдел.","If you want tomatoes, go to the fruit and vegetable section.","If you need tomatoes, go to the vegetable department.",either,MT,1
Я делаю скворечник.,I'm making a birdhouse.,I'm making a whorehouse.,either,MT,1
Ты всё схватываешь на лету.,You learn quickly.,You catch everything in the summer.,either,MT,1
В итоге он стал тебя бояться.,He ended up being afraid of you.,He's finally scared of you.,either,MT,0
Вас кто-то ждёт.,There's someone waiting for you.,There's someone waiting for you.,either,MT,0
Это их лошади.,These horses are theirs.,It's their horses.,either,MT,0
Давайте ей позвоним.,Let's call her.,Let's call her.,either,MT,0
Том купил много сувениров.,Tom bought lots of souvenirs.,Tom bought a lot of souvenirs.,either,MT,0
Та же фигня.,The same old problem.,Same shit.,either,MT,1
Том упустил эту возможность.,Tom missed that opportunity.,Tom missed that opportunity.,either,MT,0
Сколько им сейчас лет?,How old are they now?,How old are they now?,either,MT,0
Почему бы нам не пойти дальше и не сделать это сейчас.,Why don't we go ahead and do that now?,Why don't we just go ahead and do it now.,either,MT,1
Рождество празднуют двадцать пятого декабря.,Christmas is celebrated on December 25th.,Christmas is celebrated on the twenty-fifth of December.,either,MT,0
Ты говоришь на румынском?,Are you speaking Romanian?,Do you speak Romanian?,either,MT,1
"Том сказал, что Мэри глупая.",Tom said that Mary was stupid.,Tom said Mary was stupid.,either,MT,0
Авария чуть не стоила ему жизни.,The accident almost cost him his life.,The accident almost cost him his life.,either,MT,0
Именно по любви я и хотел на ней жениться.,It was because I loved her that I wanted to marry her.,It was love that made me want to marry her.,either,MT,0
Новый боксёр одолел чемпиона.,The new boxer outboxed the champion.,The new boxer beat the champion.,either,MT,1
"Мне здесь никто не нравится, кроме Тома.",I don't like anyone here except Tom.,I don't like anyone here except Tom.,either,MT,0
Примет ли Том наше предложение?,Will Tom accept our offer?,Will Tom accept our offer?,either,MT,0
Что вы обычно делаете в свободное время?,What do you usually do in your free time?,What do you usually do in your spare time?,either,MT,0
"Брата у меня нет, но есть две сестры.","I don't have a brother, but I have two sisters.","I don't have a brother, but I have two sisters.",either,MT,0
Том часто играет на гитаре.,Tom often plays the guitar.,Tom often plays guitar.,either,MT,1
"Если вы не против, то я бы не отказался от помощи.","If you wouldn't mind, I could use a hand.","If you don't mind, I wouldn't refuse to help.",either,MT,1
Я не люблю носить обувь.,I don't like wearing shoes.,I don't like wearing shoes.,either,MT,0
"Я знал, что тебе не хватит денег.",I knew you wouldn't have enough money.,I knew you wouldn't have enough money.,either,MT,0
Они защищали слабых.,They defended weak people.,They protected the weak.,either,MT,0
"Все, кого я знаю, могут говорить по-французски.",Everyone that I know can speak French.,Everyone I know can speak French.,either,MT,0
Какую музыку вы обычно слушаете в машине?,What kind of music do you usually listen to while driving?,What kind of music do you usually listen to in your car?,either,MT,0
"Ты уверен, что знаешь, что делаешь?",Are you sure you know what you're doing?,Are you sure you know what you're doing?,either,MT,0
Я полечу в Австралию.,I'll fly to Australia.,I'm going to fly to Australia.,either,MT,0
Следующим летом я хочу поехать на Гавайи.,"Next summer, I want to go to Hawaii.",I want to go to Hawaii next summer.,either,MT,0
У меня всегда мёрзнут руки и ноги.,My hands and feet always feel cold.,My hands and feet are always freezing.,either,MT,1
Я не ответил на твой вопрос.,I didn't answer your question.,I didn't answer your question.,either,MT,0
Мы жили на пятом этаже.,We were living on the fifth floor.,We lived on the fifth floor.,either,MT,0
Том едва может двигаться.,Tom can barely move.,Tom can barely move.,either,MT,0
"Я думал, вы на работе.",I thought you were at work.,I thought you were at work.,either,MT,0
"Том не знал, с кем Мэри собирается в Бостон.",Tom didn't know who Mary was going to go to Boston with.,Tom didn't know who Mary was going to Boston with.,either,MT,0
Вот мой билет.,Here is my ticket.,Here's my ticket.,either,MT,0
Том только домой добрался.,Tom just now got home.,Tom just got home.,either,MT,0
Всё принадлежит нам.,Everything belongs to us.,It's all ours.,either,MT,0
"Знаешь, что он нам принёс?",Do you know what he brought us?,You know what he brought us?,either,MT,0
Где ключи Тома?,Where are Tom's keys?,Where are Tom's keys?,either,MT,0
Я стараюсь не работать по выходным.,I try not to work on weekends.,I try not to work on the weekends.,either,MT,0
Не задавай Тому этот вопрос.,Don't ask Tom that question.,Don't ask Tom that question.,either,MT,0
"Если тебе нужны помидоры, иди в овощной отдел.","If you want tomatoes, go to the fruit and vegetable section.","If you need tomatoes, go to the vegetable department.",either,MT,1
"Дверь распахнулась, и вошёл Том.","The door swung open, and Tom walked in.",The door opened and Tom came in.,either,MT,0
Честность - одна из добродетелей.,Honesty is a virtue.,Honesty is one of the virtues.,either,MT,0
Ты мне не муж!,You're not my husband.,You're not my husband!,either,MT,1
"К сожалению, я не могу тебе сейчас помочь.","Unfortunately, I can't help you now.","Unfortunately, I can't help you right now.",either,MT,1
"Том не думал, что Мэри это расстроит.",Tom didn't think Mary would be upset by that.,Tom didn't think Mary would be upset.,either,MT,0
София - это столица Болгарии.,Sofia is the capital of Bulgaria.,Sofia is the capital of Bulgaria.,either,MT,0
У взрослой особи камбалы оба глаза расположены на одной стороне лица.,An adult flounder has both eyes on the same side of its face.,"In an adult, the cambala has both eyes on one side of the face.",either,MT,1
Том пригласил Мэри на свою вечеринку.,Tom invited Mary to his party.,Tom invited Mary to his party.,either,MT,0
Никто из моих учеников так бы не поступил.,None of my students would do such a thing.,None of my students would do that.,either,MT,0
Я оформил себе страховой полис.,I got myself an insurance policy.,I've got an insurance policy.,either,MT,0
Мы немного проголодались.,We're a bit hungry.,We were a little hungry.,either,MT,1
Том чуть наклонился вперёд.,Tom leaned forward a bit.,Tom leaned a little forward.,either,MT,0
Они не это хотели знать.,That wasn't what they wanted to know.,That's not what they wanted to know.,either,MT,0
Я скоро буду лысым.,I'll be bald soon.,I'm going bald soon.,either,MT,0
Дождь уже прекратился.,The rain already stopped.,The rain has already stopped.,either,MT,0
"К счастью, сегодня Тому намного лучше, чем вчера.","Fortunately, today Tom is much better than he was yesterday.","Fortunately, Tom is much better today than he was yesterday.",either,MT,0
Я не люблю носить обувь.,I don't like wearing shoes.,I don't like wearing shoes.,either,MT,0
Я провожу вас домой.,I'll accompany you home.,I'll walk you home.,either,MT,0
Я говорю на аварском.,I speak Avar.,I speak Avars.,either,MT,1
Том любит смотреть мультики.,Tom likes to watch cartoons.,Tom likes to watch cartoons.,either,MT,0
Том всегда так поступает?,Does Tom always act like this?,Does Tom always do that?,either,MT,0
Мне сложно работать с Томом.,I have trouble working with Tom.,It's hard for me to work with Tom.,either,MT,0
«Ты убила меня!» – «Вот и славно».,"You killed me! ""Good.""",You killed me! That's great.,either,MT,0
К президенту трудно подойти.,The president is difficult to approach.,It's hard to get to the president.,either,MT,1
Некоторые люди держат дома диких животных.,Some people keep wild animals at home.,Some people keep wild animals in their homes.,either,MT,0
Это не даёт мне заснуть по ночам.,It keeps me up at night.,It keeps me up at night.,either,MT,0
Ваш отец об этом знает?,Does your father know about this?,Does your father know about this?,either,MT,0
Вы хотели бы на завтрак кофе или чай?,Would you like coffee or tea with your breakfast?,Would you like coffee or tea for breakfast?,either,MT,0
Документы пожелтели от времени.,The documents have yellowed with age.,The documents have been yellowing over time.,either,MT,1
"Цугцванг - это ситуация, в которой обязанность сделать ход в свою очередь является серьёзным, часто решающим недостатком.","Zugzwang is a situation in which the obligation to make a move in one's turn is a serious, often decisive, disadvantage.","Zugzwang is a situation in which the obligation to make a move is a serious, often decisive, disadvantage.",either,MT,0
Том ответит на все твои вопросы.,Tom will answer all of your questions.,Tom will answer all your questions.,either,MT,0
Она всегда рано встаёт.,She always gets up early.,She always gets up early.,either,MT,0
Вчера мне неожиданно позвонил Том.,"Yesterday, I got a call out of the blue from Tom.",Tom called me unexpectedly yesterday.,either,MT,0
Я смотрел фильм на французском с английскими субтитрами.,I watched a movie in French with English subtitles.,I watched a French movie with English subtitles.,either,MT,0
Борцуны за социальную справедливость у меня уже в печёнках сидят.,I'm getting fed up with SJWs.,I've got social justice activists in my livers.,either,MT,1
Они не подготовились.,They were not prepared.,They weren't prepared.,either,MT,0
"Последнее утверждение, разумеется, верно.","This last statement is true, of course.","The last statement is, of course, true.",either,MT,1
Поставьте свою подпись здесь.,Sign here.,Sign your name here.,either,MT,0
"Я знаю, что ты говоришь правду.",I know you're telling the truth.,I know you're telling the truth.,either,MT,0
"Проверь, закрыто ли окно.",Make sure the window is shut.,Check the window is closed.,either,MT,1
Со мной такого раньше никогда не было.,That's never happened to me before.,I've never been like this before.,either,MT,1
Не купайтесь в этом пруду.,Don't swim in this pond.,Don't swim in this pond.,either,MT,0
Если бы у нас было время!,I wish we had time.,If we had time!,either,MT,1
Лучше бы я на ней не женился.,I wish I hadn't married her.,I wish I hadn't married her.,either,MT,0
Запри его.,Lock it.,Lock him up.,either,MT,1
Почему тебя до сих пор нет дома?,Why aren't you home yet?,Why aren't you home yet?,either,MT,0
Как зовут эту собаку?,What's this dog's name?,What's this dog's name?,either,MT,0
Мы ночевали под открытым небом.,We slept under the stars.,We slept under the open sky.,either,MT,1
Ты всё усложнил.,You complicated things.,You've made it difficult.,either,MT,0
"Пожалуйста, не говори такие ужасные вещи.",Please don't say such terrible things.,Please don't say such horrible things.,either,MT,0
Чай слишком крепок.,The tea is too strong.,The tea is too strong.,either,MT,0
"Вызовите врача, чтобы он подтвердил запись.",Call the doctor so that he confirms the appointment.,Call the doctor to confirm the tape.,either,MT,1
"Кто угодно мог допустить ошибку, подобную этой.",Anybody could slip up like that.,Anyone could make a mistake like this.,either,MT,0
Это пора остановить.,It's time to stop this.,It's time to stop.,either,MT,1
У Мэри карие глаза.,Mary has hazel eyes.,Mary has brown eyes.,either,MT,1
"Ты единственный, кто так думает.",You're the only one who thinks so.,You're the only one who thinks that.,either,MT,0
Дай его ей.,Give it to her.,Give it to her.,either,MT,0
Вы любите шоколадное мороженое?,Do you like chocolate ice cream?,Do you like chocolate ice cream?,either,MT,0
Вы носите джинсы на работу?,Do you wear jeans to work?,Do you wear jeans to work?,either,MT,0
"Пиши ручкой, пожалуйста.","Write with a pen, please.","Write with a pen, please.",either,MT,0
"Я надеялся, что ты вернёшься.",I was hoping you'd come back.,I was hoping you'd come back.,either,MT,0
"Отдайте Тому деньги, которые вы ему должны.",Give Tom the money you owe him.,Give Tom the money you owe him.,either,MT,0
"Вызовите врача, чтобы он подтвердил запись.",Call the doctor so that he confirms the appointment.,Call the doctor to confirm the tape.,either,MT,1
Почему она такая худая?,Why's she so thin?,Why is she so skinny?,either,MT,0
Можешь перевести эту рукопись с французского на английский?,Can you translate this manuscript from French to English?,Can you translate this manuscript from French into English?,either,MT,0
Вчера в Индии произошло большое землетрясение.,A big earthquake occurred in India yesterday.,There was a big earthquake in India yesterday.,either,MT,0
Мы знакомы со всеми соседями.,We know all our neighbors.,We know all the neighbors.,either,MT,1
Сколько студентов пришло?,How many students came?,How many students are here?,either,MT,1
Вы бы предпочли ничего не делать?,Would you prefer to do nothing?,Would you rather do nothing?,either,MT,0
Сколько им сейчас лет?,How old are they now?,How old are they now?,either,MT,0
Шум был едва слышим.,The noise was barely audible.,The noise was barely audible.,either,MT,0
"Я думал, Том здесь живёт.",I thought Tom lived here.,I thought Tom lived here.,either,MT,0
Алмаз - драгоценный камень.,The diamond is a precious stone.,Diamond is a precious stone.,either,MT,1
Кто платит?,Who's paying?,Who's paying for it?,either,MT,1
"Я думаю, она есть хочет.",I think she's hungry.,I think she's got a will.,either,MT,1
Она сдала экзамен.,She passed the examination.,She passed the exam.,either,MT,0
Одежда Тома была в грязи.,Tom's clothes were covered in mud.,Tom's clothes were in the dirt.,either,MT,1
"Я думал, ты знаешь их.",I thought you knew them.,I thought you knew them.,either,MT,0
"Невозможно знать, что произойдёт завтра.",It's impossible to know what'll happen tomorrow.,There's no way to know what's going to happen tomorrow.,either,MT,0
Мы не можем убить Тома.,We can't kill Tom.,We can't kill Tom.,either,MT,0
"Я не имею ни малейшего понятия, какая у Тома фамилия.",I don't have any idea what Tom's last name is.,I have no idea what Tom's last name is.,either,MT,0
Нам лучше сейчас не уходить.,We'd better not leave now.,We better not leave now.,either,MT,0
Слоны умеют летать?,Can elephants fly?,Can elephants fly?,either,MT,0
"Если бы мы больше работали, у нас бы получилось.","If we'd worked harder, we would've succeeded.","If we worked harder, we could do it.",either,MT,1
"Я не знал, что собаки это делают.",I didn't know dogs did that.,I didn't know dogs did that.,either,MT,0
Через несколько дней Том нашёл другую работу.,"A few days later, Tom found another job.",A few days later Tom found another job.,either,MT,0
Завтра даже лучше.,Tomorrow will be even better.,Tomorrow is even better.,either,MT,0
Оно было тёмно-зелёное.,It was dark green.,It was dark green.,either,MT,0
Всем это уже было известно.,Everybody already knew that.,Everybody knew that.,either,MT,0
Тому надо было пригласить Мэри.,Tom should've invited Mary.,Tom should have invited Mary.,either,MT,0
Я хочу присоединиться к тебе.,I want to join you.,I want to join you.,either,MT,0
Мы не можем уволить её?,Can't we fire her?,Can't we fire her?,either,MT,0
Сколько углеводорода экспортирует Алжир?,How much hydrocarbons does Algeria export?,How much hydrocarbons does Algeria export?,either,MT,0
Какие знания не нужны?,What knowledge is unnecessary?,What knowledge is not needed?,either,MT,0
Том быстро поднялся.,Tom got up quickly.,Tom got up quickly.,either,MT,0
Я позвонил в дверь.,I rang the doorbell.,I called the door.,either,MT,1
Вы забыли отправить моё письмо?,Did you forget to send my letter?,Did you forget to send my letter?,either,MT,0
"Если вам понравилось это видео, обязательно ставьте лайк и подписывайтесь.","If you enjoyed this video, be sure to like and subscribe.","If you liked this video, be sure to like it and sign up.",either,MT,1
У меня возникла идея дать вам ключ.,I thought I'd give you a key.,I had an idea to give you the key.,either,MT,0
Что он пытался доказать?,What point was he trying to make?,What was he trying to prove?,either,MT,0
Скорая прибыла немедленно.,An ambulance arrived immediately.,The ambulance came right away.,either,MT,1
Добавь ярлык на рабочий стол.,Add a shortcut to the desktop.,Add a label to the desk.,either,MT,1
У Тома не так много детских фотографий.,Tom doesn't have many pictures of himself as a kid.,Tom doesn't have many childhood photos.,either,MT,0
Давайте я дам вам свой номер телефона.,Let me give you my phone number.,Let me give you my phone number.,either,MT,0
Том слишком быстро ест.,Tom eats too fast.,Tom eats too fast.,either,MT,0
В Вашей комнате кто-то есть.,There's somebody in your room.,There's someone in your room.,either,MT,0
Том прочистил ухо ватной палочкой.,Tom used a cotton swab to clean his ear.,Tom cleaned his ear with a cotton cane.,either,MT,1
Не смейте меня обманывать.,Don't you dare lie to me.,Don't you dare fool me.,either,MT,1
Сказанное Томом - не новость.,What Tom said is nothing new.,What Tom said is not news.,either,MT,0
"Тебе я помогу, а Тому не буду.","I will help you, but I won't help Tom.","I'll help you, and I won't help Tom.",either,MT,0
Они считают его героем.,They consider him a hero.,They think he's a hero.,either,MT,0
Я пошёл дальше.,I kept on walking.,I went further.,either,MT,0
"Похоже, вы недопоняли.",I think you've missed the point.,I think you got it wrong.,either,MT,0
У нас есть своя теория.,We have our own theory.,We have our own theory.,either,MT,0
"Осторожно, не урони ничего себе на ноги.",Be careful not to drop anything on your feet.,"Careful, don't throw anything on your feet.",either,MT,1
"Всем пассажирам удалось выбраться из автобуса, прежде чем он загорелся.",All of the passengers managed to escape before the bus burst into flames.,All passengers managed to get off the bus before it caught fire.,either,MT,0
Ты часто сам так говорил.,You've often said so yourself.,You've said that a lot yourself.,either,MT,0
Кошка ловит мышку.,The cat is catching a mouse.,The cat catches the mouse.,either,MT,1
Вам подходят эти ботинки?,Do these shoes fit you?,Do you like these shoes?,either,MT,1
Вы не пингвин.,You are not a penguin.,You're not a penguin.,either,MT,0
Её нет дома. Она на работе.,She isn't home. She's at work.,She's not home.,either,MT,0
Сколько Том здесь пробудет?,How long will Tom be staying here?,How long will Tom be here?,either,MT,0
Том помог Мэри подняться с пола.,Tom helped Mary to get up off the floor.,Tom helped Mary get off the floor.,either,MT,0
Рождество празднуется двадцать пятого декабря.,Christmas is celebrated on December 25th.,Christmas is celebrated on the twenty-fifth of December.,either,MT,0
Я немного играю на фортепиано.,I play a little piano.,I play the piano a little.,either,MT,1
"Я не могу позволить себе покупку нового велосипеда, так что придется обойтись вот этим старым.","I can't afford to buy a new bike, so I'll have to manage with this old one.","I can't afford a new bike, so I'm gonna have to deal with this old one.",either,MT,0
Там все в порядке?,Is everything OK in there?,Is everything all right there?,either,MT,0
У них были одинаковые фамилии.,They had the same last name.,They had the same last names.,either,MT,0
Что вас на самом деле беспокоит?,What's really bothering you?,What's really bothering you?,either,MT,0
Вы могли бы попросить её.,You could ask her.,You could ask her.,either,MT,0
Я не мог заснуть прошлой ночью.,I wasn't able to sleep last night.,I couldn't sleep last night.,either,MT,0
Каков обменный курс?,What is the exchange rate?,What's the exchange rate?,either,MT,0
"Том сказал, что Мэри вчера хотела пойти.",Tom said Mary wanted to go yesterday.,Tom said that Mary wanted to go yesterday.,either,MT,0
"Не думаю, что кто-то ещё заметил, чем Том занимается.",I don't think anyone else noticed what Tom was doing.,I don't think anyone else has noticed what Tom is doing.,either,MT,1
Вам всё это нужно?,Do you need all this?,You need all this?,either,MT,0
"Он делает всё, что я хочу.",He does everything I want.,He does everything I want.,either,MT,0
Чьё это вино?,Whose wine is this?,Whose wine is that?,either,MT,0
"Шахматы могут порадовать любого, кто хочет разгадать их тайны.",Chess can make anyone who wishes to unravel its mysteries happy.,Chess can please anyone who wants to unlock its secrets.,either,MT,1
Жадность — корень всех зол.,Greed is the root of all evil.,Greed is the root of all evil.,either,MT,0
Я предложил помощь.,I offered to help.,I offered to help.,either,MT,0
Том всех нас предал.,Tom betrayed all of us.,Tom betrayed us all.,either,MT,0
Это всё меняет.,That changes everything.,That changes everything.,either,MT,0
Я смог сделать это намного быстрее Тома.,I was able to do that much quicker than Tom.,I was able to do it much faster than Tom.,either,MT,0
"Я не знал, что Том играл в колледже в баскетбол.",I didn't know Tom played basketball in college.,I didn't know Tom played basketball in college.,either,MT,0
Это предложение очень интересное.,This sentence is very interesting.,That's a very interesting proposition.,either,MT,1
"Я остался дома, потому что был простужен.",I stayed at home because I had a cold.,I stayed home because I had a cold.,either,MT,0
Я довольно хорошо понимаю французский.,I can understand French fairly well.,I understand French quite well.,either,MT,1
"Я рад, что Том ушёл.",I'm glad Tom has gone.,I'm glad Tom left.,either,MT,0
Это не очень обнадеживает.,That isn't very reassuring.,That's not very encouraging.,either,MT,0
Пойду найду Тома.,I'll go find Tom.,I'm going to find Tom.,either,MT,0
"Татоэба: Лучше без смысла, чем без предложений!",Tatoeba: Better to make no sense than no sentence!,Tatoeba: Better without meaning than without sentences!,either,MT,1
Можно потрогать ваши волосы?,Can I touch your hair?,Can I touch your hair?,either,MT,0
Я её уволил.,I fired her.,I fired her.,either,MT,0
"Камбала - рыба, проводящая всю свою взрослую жизнь на дне моря.",A flounder is a fish that spends its adult life on the sea bed.,The kambala is a fish that spends all of its adult life at the bottom of the sea.,either,MT,1
"Вместо того, чтобы продолжать ждать Тома, давай уйдём.","Instead of waiting for Tom any longer, let's go ahead and leave.","Instead of waiting for Tom, let's go.",either,MT,0
Вы едите больше меня.,You eat more than I do.,You eat more than me.,either,MT,0
Парикмахерская ещё не открылась.,The hairdresser's has not yet opened.,The barber shop hasn't opened yet.,either,MT,0
У Тома в Бостоне есть дом.,Tom has a house in Boston.,Tom has a house in Boston.,either,MT,0
Мои дети любят меня.,My kids love me.,My kids love me.,either,MT,0
Дождь перестал. Можно снова открыть окна.,The rain's stopped; the windows can be opened again.,"The rain stopped, we can open the windows again.",either,MT,0
В 2020-м демонстранты повалили статую Эдварда Колстона и сбросили её в бристольскую гавань.,"In 2020, protesters tore down the statue of Edward Colston and pushed it into Bristol Harbour.","In 2020, protesters knocked down the statue of Edward Colston and threw it into Bristol harbor.",either,MT,0
Жизнь пошла своим чередом.,Life went on as usual.,Life went on its own.,either,MT,1
Я останавливал прохожих.,I was stopping passers-by,I stopped passersby.,either,MT,1
"Тому было не так трудно заснуть, как он думал.",Tom didn't have as much trouble falling asleep as he thought he would.,Tom didn't have as much trouble falling as he thought.,either,MT,1
Я любил Англию.,I relished England.,I loved England.,either,MT,1
"Том сказал, что не верит в это.",Tom said he didn't believe it.,Tom said he didn't believe that.,either,MT,0
Я бы не сделал этого без согласия Тома.,I wouldn't have done it without Tom's consent.,I wouldn't have done that without Tom's permission.,either,MT,1
Это самое дешёвое.,This is the cheapest one.,It's the cheapest.,either,MT,0
Том опять пришёл просить денег.,Tom came to ask for money again.,Tom came back to ask for money.,either,MT,1
Не позволяй себе слишком уж увлекаться.,Don't let yourself get carried away too much.,Don't let yourself get too caught up.,either,MT,1
"Ты сегодня, случайно, не видел Тома?",Have you seen Tom today by any chance?,Did you happen to see Tom today?,either,MT,0
"Я не хотел, чтобы со мной было то же самое.",I didn't want the same thing to happen to me.,I didn't want to be the same.,either,MT,1
Это приводит к увеличению расходов.,This increases expenses.,This leads to increased expenses.,either,MT,0
"Все, кроме вас, смеялись.",Everybody but you laughed.,Everyone was laughing except you.,either,MT,0
Вы ещё слишком молодые.,You're still too young.,You're too young.,either,MT,0
"Вы хотели, чтобы я пошёл с вами?",Did you want me to go with you?,You wanted me to come with you?,either,MT,0
Мы знаем про неё.,We know about her.,We know about her.,either,MT,0
Родился великий художник.,A great artist was born.,A great artist was born.,either,MT,0
Том не любит лентяев.,Tom doesn't like lazy people.,Tom doesn't like lazy people.,either,MT,0
"Том сказал Мэри, чтобы она говорила правду.",Tom told Mary to tell the truth.,Tom told Mary to tell the truth.,either,MT,0
Я не могу ничем помочь.,I cannot help you in any way.,I can't help you.,either,MT,0
Нам лучше пойти и поискать их.,We'd better go look for them.,We better go and find them.,either,MT,0
"Надеюсь, оно того стоит.",I hope it's worth it.,I hope it's worth it.,either,MT,0
Тебе надо будет это съесть.,You'll have to eat it.,You're gonna have to eat this.,either,MT,0
Руки прочь от моей работы!,Hands off my work!,Get your hands off my job!,either,MT,0
Никогда меня больше не будите.,Don't you ever wake me up again.,Don't ever wake me up again.,either,MT,0
Том тоже был приглашен.,"Tom was invited, too.",Tom was invited too.,either,MT,0
Почему Том не хочет вам помогать?,Why doesn't Tom want to help you?,Why doesn't Tom want to help you?,either,MT,0
Том получил удар по носу.,Tom got punched in the nose.,Tom got hit in the nose.,either,MT,0
Цвета вам нравятся?,Do you like the colours?,Do you like colors?,either,MT,1
"Если бы не солнце, всё живое погибло бы.","If it weren't for the sun, every living thing would die.","If it wasn't for the sun, all life would be gone.",either,MT,0
Правда рано или поздно выйдет наружу.,The truth will eventually be known.,The truth will come out sooner or later.,either,MT,0
"Надеюсь, вы поняли.",I hope you got it.,I hope you understand.,either,MT,0
"Я видела, как она играет на пианино.",I have seen her playing the piano.,I saw her play the piano.,either,MT,1
Том переехал в Австралию.,Tom moved to Australia.,Tom moved to Australia.,either,MT,0
Спросите кого-нибудь ещё.,Ask someone else.,Ask someone else.,either,MT,0
Нам не удалось это сделать.,We failed to do that.,We couldn't do that.,either,MT,0
Я никогда не говорила Тому о своих чувствах.,I never told Tom how I felt.,I never told Tom about my feelings.,either,MT,0
Я никогда не буду работать на Тома.,I'll never work for Tom.,I'll never work for Tom.,either,MT,0
Мы видели её.,We've seen her.,We saw her.,either,MT,1
Это мой ответ!,That's my answer!,That's my answer!,either,MT,0
Я хотел бы остаться здесь с ними.,I'd like to stay here with them.,I'd like to stay here with them.,either,MT,0
Мы оба хотим это сделать.,We both want to do that.,We both want to do it.,either,MT,0
Я не дам тебе это сделать.,I will not let you do it.,I won't let you do that.,either,MT,0
"Сегодня утром прохладно, не так ли?","It's cool this morning, isn't it?","It's cold this morning, isn't it?",either,MT,0
Ничего этого не случилось.,None of those things have happened.,Nothing like that happened.,either,MT,1
Нажмите на кнопку.,Push the button.,- You can hit the button.,either,MT,1
Эта машина новая?,Is this car new?,Is this a new car?,either,MT,0
Она мне больше нравится.,I like her better.,I like her better.,either,MT,0
Это был очень романтичный поцелуй.,It was a very romantic kiss.,It was a very romantic kiss.,either,MT,0
Том сделал упражнения на растяжку.,Tom did some stretching exercises.,Tom did stretch exercises.,either,MT,0
"Тебе придётся это сделать, даже если не хочется.",You'll have to do that even if you don't want to.,"You're gonna have to do it, even if you don't want to.",either,MT,0
Том услышал звук смыва бачка в туалете.,Tom heard the toilet being flushed.,Tom heard the sound of the bathroom sink being washed.,either,MT,1
Мне надо вернуться в Бостон.,I have to return to Boston.,I have to go back to Boston.,either,MT,0
Том звонит Мэри.,Tom is calling Mary.,Tom is calling Mary.,either,MT,0
"Не думаю, что Том в меня влюблён.",I don't think Tom is in love with me.,I don't think Tom is in love with me.,either,MT,0
Нам нужно больше пива.,We need more beer.,We need more beer.,either,MT,0
Это моя старая фотография.,It's an old photo of mine.,This is my old photo.,either,MT,0
Держи меня в курсе.,Keep me updated.,Keep me posted.,either,MT,0
"Ты должен работать упорно, если хочешь добиться успеха.",You must work hard if you want to succeed.,You have to work hard if you want to succeed.,either,MT,0
Я не женщина.,I'm not a woman.,I'm not a woman.,either,MT,0
Это моё. Отдай.,That's mine. Give it back.,It's mine.,either,MT,0
Туристы любят сюда приходить.,Tourists like to come here.,Tourists like to come here.,either,MT,0
Нам нужно сегодня уехать.,We need to leave today.,We have to leave today.,either,MT,0
Моя мама всегда меня любила.,My mom always loved me.,My mother always loved me.,either,MT,0
Это самая дешёвая.,This is the cheapest one.,It's the cheapest.,either,MT,0
