src,tgt,hyp,ref,task,label
How long has it been since your last physical ? What is the meaning of physical ?,Physical examination .,A physical examination.,tgt,DM,0
He has a real talent for drawing . What is the meaning of talent ?,A marked natural ability or skill .,A natural talent ; a natural talent.,tgt,DM,1
"The film 's parallel story depicts max ( jason patric ) as an uber powerful operative , barking wild orders at right-hand man wade ( holt mccallany ) What is the meaning of uber ?",Very ; super,Very ; extremely.,tgt,DM,0
Horses are distinct from zebras . What is the meaning of distinct ?,Different from one another ( with the preferable adposition being `` from '' ) .,Separate ; distinct.,tgt,DM,1
Such occupations might have seemed arid to those who did not possess the intellect to appreciate their subtleties . What is the meaning of arid ?,Devoid of value .,Lacking interest ; dull ; dull ; dull.,tgt,DM,1
Vasopressin could be an autocrine hormone in the olfactory epithelium . What is the meaning of autocrine ?,"Of a hormone , neuropeptide , etc . : acting on the cell that produced it .",Of or pertaining to the production of hormones by the adrenal cortex.,tgt,DM,1
The lovers fondled each other . What is the meaning of fondle ?,To grasp .,To entice ; to entice ; to entice ; to entice ; to entice.,tgt,DM,1
Bacon was content to wait the lapse of long centuries for his expected revenue of fame . What is the meaning of lapse ?,An interval of time between events .,A period of time.,tgt,DM,1
I just go nuts over her fantastic desserts . What is the meaning of nuts ?,"Crazy , mad ; unusually pleased or , alternatively , angered .",Crazy ; crazy.,tgt,DM,1
Orthochrysotile is a polytype of chrysotile . What is the meaning of polytype ?,Any of the types involved in polytypism .,A type of organism that can be inherited from a single parent.,tgt,DM,1
"You could make this with spaghetti or linguine or other types of long skinny pasta , but bucatini are what 's used in rome . What is the meaning of bucatini ?",A thicker form of spaghetti with a hole running through it .,"A type of pasta, made from long thin strips of pasta, used in Italian cooking.",tgt,DM,1
Choose your weapon . What is the meaning of weapon ?,A tool of any kind .,A weapon.,tgt,DM,1
"For a spew corner configuration shown in figure 2.2 with the adhasive modulus far smaller than the adherent modulus , the order of the stress singularity in the corner a and b can be obtained from the william 's solution under plane strian condition , and it is given in figure 2.3 . it is clear that spew corner would be free of singulatirites when the fillet angle is less than a critical angle , which is dependent on the poisson 's ration of the adhesive . What is the meaning of spew ?","Adhesive that is squeezed from a joint under pressure and held across the joint by a fillet , thereby strengthening the joint .",A slanting angle between the fillet angle and the fillet angle of a curved surface.,tgt,DM,1
I enjoyed the sunshine of her smile . What is the meaning of sunshine ?,Geniality or cheerfulness .,"The quality of being cheerful, cheerful, or bright.",tgt,DM,1
The expression { ( x+1 ) } ^4 expands to x^4 + 4x^3 + 6x^2 + 4x + 1 . What is the meaning of expand ?,"To become , by rewriting , a longer , yet equivalent sum of terms .",To become larger.,tgt,DM,1
Let me preface this by saying that i do n't know him that well . What is the meaning of preface ?,To introduce or make a comment before ( the main point ) .,To introduce something before it.,tgt,DM,1
"2014 , trevor j. dadson , tolerance and coexistence in early modern spain : old christians and moriscos in the campo de calatrava , boydell & brewer ltd , page 123 . What is the meaning of Morisco ?","A Moor , especially one who had converted to Christianity .",A member of a group of christian rabbis who fought in the Spanish Civil War.,tgt,DM,1
"Although many hotels work with outside kosher caterers to provide kosher services , some have developed their own in-house kosher catering departments . What is the meaning of caterer ?","A person or company hired to provide and serve food , usually for a large group and at a location separate from where the food is prepared .","A person who provides food or other services for a party, event, etc. ; a caterer.",tgt,DM,1
The army tried repeatedly to retake the fort they had been driven from . What is the meaning of retake ?,to capture or occupy somewhere again,To take again.,tgt,DM,1
Mouth wash . What is the meaning of wash ?,A lotion or other liquid with medicinal or hygienic properties .,A substance that has been washed.,tgt,DM,1
He really parked that one . What is the meaning of park ?,"To hit a home run , to hit the ball out of the park .",To throw a ball in the manner of a park ball.,tgt,DM,1
"Although tens of thousands of refugees now live in semipermanent camps along the thai border with myanmar , some of them are periodically forced back against their will . What is the meaning of semipermanent ?",Neither temporary nor entirely permanent ; of indefinite duration .,Not permanent ; temporary.,tgt,DM,1
Two ingredients are combined in a binary poison . What is the meaning of binary ?,Having two equally important parts ; related to something with two parts .,"Of a substance, containing two ingredients.",tgt,DM,1
He conveyed his teachings metaphorically . What is the meaning of metaphorically ?,In a metaphoric manner ; not literally ; by means of metaphor .,In a metaphorical manner.,tgt,DM,0
The damage from hitting the iceberg head on was at the bow rather than amidship . What is the meaning of amidship ?,In the middle of a ship ( as opposed to bow or stern ) .,In the middle of a ship's bow.,tgt,DM,1
Helping the elderly man to cross the street was a fine mitzvah for robert . What is the meaning of mitzva ?,An order from rabbis or a commandment from the Bible,A blessing ; a blessing.,tgt,DM,1
"Wanting to please both sides , he straddled the issue . What is the meaning of straddle ?",To consider or favor two apparently opposite sides ; to be noncommittal .,To be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of ; to be on both sides of.,tgt,DM,1
"He is such a cheapskate , he found that jumper in a dustbin . What is the meaning of cheapskate ?",Someone who stingily avoids spending money .,"A person who is cheap, especially a person who is a cheapskate.",tgt,DM,1
An especial hatred of cats . What is the meaning of especial ?,Exceptional in importance or significance ; special .,Special ; special.,tgt,DM,1
We do n't have time for a major refactor : we 're shipping in two weeks . What is the meaning of refactor ?,The process by which source code is refactored .,A new version of a computer program.,tgt,DM,0
The glimmering dawn ; a glimmering lamp . What is the meaning of glimmer ?,"To shine with a faint , unsteady light .","To glow with a faint, faint, or glimmering light.",tgt,DM,1
You are vulnerable to be bullied by someone at school . What is the meaning of vulnerable ?,"More or most likely to be exposed to the chance of being attacked or harmed , either physically or emotionally .","Unable to be protected, protected, or protected.",tgt,DM,0
False powderpost beetles ( members of not in ) What is the meaning of false ?,"Not essential or permanent , as parts of a structure which are temporary or supplemental .","Not in, or not part of, a group.",tgt,DM,1
He jabbered incessantly and annoyed everyone . What is the meaning of incessantly ?,"In a manner without pause or stop , especially to the point of annoyance ; not ceasing .",In an incessant manner.,tgt,DM,1
They had to reshoot the scene because the explosion had made everyone jump . What is the meaning of reshoot ?,"To shoot again , especially of video recording .",To shoot again.,tgt,DM,0
"In a smart energy network linked by a new transactive network , such niches could be discovered and filled . What is the meaning of transactive ?",Of or pertaining to exchanging or trading .,Having the ability to change from one state or state to another.,tgt,DM,0
"Grandpa 's lost his marbles , but at least he still recognizes us . What is the meaning of marbles ?",Sanity .,"A monetary unit of the United States, equal to one hundredth of a pound, equal to one hundredth of a pound.",tgt,DM,1
"The humor of my proposition appealed more strongly to miss trevor than i had looked for , and from that time forward she became her old self again ; for , even after she had conquered her love for the celebrity , the mortification of having been jilted by him remained . What is the meaning of old ?","Former , previous .","Older, older.",tgt,DM,1
"Shoshonitic magmatism younged southwards in the superior province , commensurate with the southwardly diachronous accretion of allochthonous subprovinces . What is the meaning of young ?",To exhibit younging .,To move or cause to move in a young direction.,tgt,DM,1
This stain on my shirt is indelible . What is the meaning of indelible ?,"Having the quality of being difficult to delete , remove , wash away , blot out , or efface .","Impossible to remove, remove, or destroy ; indelible.",tgt,DM,1
The archeologist exhumed artifacts from the ground with a shovel . What is the meaning of exhume ?,To dig out of the ground ; to take out of a place of burial ; to disinter .,To remove something from a place by digging.,tgt,DM,0
She offered me complete control of the project . What is the meaning of complete ?,With all parts included ; with nothing missing ; full .,Complete ; complete ; complete.,tgt,DM,1
"Your orders have been executed , sir ! What is the meaning of execute ?",To carry out ; to put into effect .,To put into effect ; to put into effect.,tgt,DM,1
I bought a one-way ticket to leeds . What is the meaning of one-way ?,Allowing travel in only one direction .,Having a one-way ticket.,tgt,DM,1
The pond was off-limits to swimmers . What is the meaning of off-limits ?,Not to be entered or used ; restricted .,Not allowed ; not allowed to enter.,tgt,DM,0
The most important thing to consider when fishing laydowns is to perfectly position your boat before making your very first cast . What is the meaning of laydown ?,"A tree fallen in water , where anglers might target fish",A position where a fishing boat is laid down.,tgt,DM,1
"He was a chilkaht chief , and it being new year 's day , he had been to general davis 's house and `` potlatched '' ( treated ) to a bottle of whiskey . What is the meaning of potlatch ?","To give ; especially , to give as a gift during a potlatch ceremony .",To receive a potlatch.,tgt,DM,1
"These were all basic tenets , but the principals wrote them down as if they had never heard them before—and maybe they had n't , or at least not for many years . perhaps that 's why bureaucratic prose becomes so turgid , whatever the bureaucracy . What is the meaning of turgid ?",Overly complex and difficult to understand ; grandiloquent ; bombastic .,Having a turgid tone ; turgid.,tgt,DM,1
"Knowing over 90 % of americans believe in god , the lamestream media is complicit in the effort to cover up the intentional subversion of liberty and freedom in this nation that was once the beacon of hope to the rest of the world . What is the meaning of lamestream ?",Mainstream .,"Having no central authority ; confined to a narrow group, without a central authority.",tgt,DM,1
The convention of driving on the right is reinforced by law . What is the meaning of convention ?,"A practice or procedure widely observed in a group , especially to facilitate social interaction ; a custom .",A general rule or custom.,tgt,DM,0
The story was long and very wordy . What is the meaning of wordy ?,Using an excessive number of words .,Having a large number of words.,tgt,DM,0
"The other day mr. meyer came to see me in weinbergers , it caused a great sensation & i think upped me a lot in prestige there . What is the meaning of up ?",To promote .,To increase ; to increase.,tgt,DM,1
Bart is an utter plague ; his pranks never cease . What is the meaning of plague ?,"A grave nuisance , whatever greatly irritates .","A person or thing that causes trouble, pain, or suffering.",tgt,DM,1
Hannibal was one of the greatest generals of the ancient world . What is the meaning of general ?,A great strategist or tactician .,A ruler of a large empire.,tgt,DM,1
"Or think of a decent young citizen in a toga - perhaps too much dice , you know - coming out here in the train of some prefect , or tax-gatherer , or trader even , to mend his fortunes . What is the meaning of prefect ?","An official of Ancient Rome who controlled or superintended a particular command , charge , department , etc .","A magistrate, a magistrate of a state.",tgt,DM,1
"Probably the best known addition to dalton 's theory , to enrich it in the direction of testability , was avogadro 's hypothesis : `` the first hypothesis to present itself in this connection , and apparently even the only admissible one , is the supposition that the number of integral molecules in any gases is always the same for equal volumes , or always proportional to the volumes '' ( 1811 , p. 58 ) . What is the meaning of testability ?",The quality or state of being testable .,The proposition that the number of integral molecules in a gas is always the same for equal volumes.,tgt,DM,1
"The afternoon was latening , but there was , i think , a quietly commemorative glow from the west . What is the meaning of laten ?",To grow late ; become later .,To become late.,tgt,DM,0
There 's fallen between him and my lord / an unkind breach . What is the meaning of breach ?,"A breaking up of amicable relations , a falling-out .",A breach ; a breach of trust.,tgt,DM,1
"The team lost , but they showed a lot of heart . What is the meaning of heart ?","Emotions , kindness , moral effort , or spirit in general .",The quality of being kind and considerate.,tgt,DM,0
He was so enraged that he screamed lividly for fifteen minutes . What is the meaning of lividly ?,In a way that is livid .,In a livid manner.,tgt,DM,0
He smoked excessively . What is the meaning of excessively ?,In excess .,In an excessive manner.,tgt,DM,0
"Byres has drawn these figures with wings at their ankles , sometimes fastened to the leg , and sometimes like those at their shoulders , growing from the flesh—in both which ways the talaria of mercury and perseus are represented on ancient monuments . nothing of this sort could i perceive ; it was manifest to me that these were not talaria , but simple buskins with peaked flaps , such as are commonly depicted on vases of the archaic greek style , and on the legs of roman lares in the paintings of pompeii . What is the meaning of talaria ?","The winged sandals worn by certain gods and goddesses , especially the Roman god Mercury ( and his Greek counterpart Hermes ) .",A buskin.,tgt,DM,1
"Many of the lumberjacking memories have faded to black and white , the brightest moments colored mostly by jim mckay 's yellow blazer . What is the meaning of lumberjack ?","To work as a lumberjack , cutting down trees .",To work as a lumberjack.,tgt,DM,0
To curve a pipe . What is the meaning of curve ?,To bend ; to crook .,To cause to curve ; to cause to curve.,tgt,DM,1
That was an enjoyable day ; i had a lot of fun . What is the meaning of enjoyable ?,"Pleasant , capable of giving pleasure .",Having a pleasant effect ; enjoyable.,tgt,DM,0
"The obese woman , ungainly on land , moved with a kind of cetacean grace in the water . What is the meaning of cetacean ?",Resembling or relating to large aquatic mammals .,Of or pertaining to cetaceans.,tgt,DM,1
"Your brain will rot if you spend so much time on the computer , tony ! What is the meaning of rot ?",To decline in function or utility .,To become rotten.,tgt,DM,1
This is the best feel-good film you 'll see this year . What is the meaning of feel-good ?,creating a feeling of happiness,Of or pertaining to a feeling of well-being.,tgt,DM,1
"Nor are mine ears with thy tongue 's tune delighted ; / nor tender feeling , to base touches prone , / nor taste , nor smell , desire to be invited / to any sensual feast with thee alone . What is the meaning of prone ?","Predisposed , liable , inclined .",Predisposed ; inclined ; inclined ; inclined.,tgt,DM,1
They tried to scam her out of her savings . What is the meaning of scam ?,To defraud or embezzle .,To defraud ; to deceive.,tgt,DM,1
"And the someplace else was of little concern to the traveling salesman as well , because for him everywhere was someplace else and this was just another stop between a someplace and an elsewhere . What is the meaning of someplace ?",An unspecified location .,A certain place ; a certain place.,tgt,DM,1
They coerced their children into going to the country park . What is the meaning of coerce ?,"To use force , threat , fraud , or intimidation in an attempt to compel one to act against their will .",To persuade or persuade.,tgt,DM,1
Trucks plowed through the water to ferry flood victims to safety . What is the meaning of ferry ?,To carry ; transport ; convey .,To transport by ferry.,tgt,DM,1
The fulsome thanks of the war-torn nation lifted our weary spirits . What is the meaning of fulsome ?,"Marked by fullness ; abundant , copious .","Full of, full of, full of.",tgt,DM,1
The dollar does n't buy as much as it used to . What is the meaning of buy ?,To be equivalent to in value .,To be bought.,tgt,DM,1
"When i clamber to the heights of sleep , / or when i grow excited with wine , / suddenly i meet your face . What is the meaning of clamber ?","To climb ( something ) with some difficulty , or in a haphazard fashion .",To climb ( something ) with difficulty.,tgt,DM,1
"I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin , but by the content of their character . i have a dream today ! What is the meaning of dream ?",A hope or wish .,"A mental image, especially one of a person's future, of a person's future, or of a future event.",tgt,DM,1
"The single-imaging optic of the mammalian eye offers some distinct visual advantages . such lenses can take in photons from a wide range of angles , increasing light sensitivity . they also have high spatial resolution , resolving incoming images in minute detail . What is the meaning of spatial ?",Pertaining to ( the dimension of ) space .,Of or pertaining to space ; spatial.,tgt,DM,0
"Plant breeding is always a numbers game.the wild species we use are rich in genetic variation , and individual plants are highly heterozygous and do not breed true . in addition , we are looking for rare alleles , so the more plants we try , the better . What is the meaning of allele ?","One of a number of alternative forms of the same gene occupying a given position , or locus , on a chromosome .","A genetic variation, especially one that is distinct from the normal, common, or common form, of a gene.",tgt,DM,0
A tiered wedding cake . What is the meaning of tiered ?,Having or made of tiers,Having a number of tiers.,tgt,DM,0
"The acolytes are now swirling their red fabric sheaths . the man on the table is , if anything , more decontrolled , more uncentered , than before . What is the meaning of decontrolled ?",Released from a form of control .,Not controlled ; uncontrolled.,tgt,DM,1
The supermarket rotates the stock daily so that old foods do n't sit around . What is the meaning of rotate ?,To replace older materials or to place older materials in front of newer ones so that older ones get used first .,"To change the order of a stock in a store, or of a product in a supermarket.",tgt,DM,1
The vicar of bacford for the same john miller there for the same beatrice de coghull for one dog not lawed . What is the meaning of lawe ?,"To cut off the claws and balls of ( e.g . a dog 's forefeet , to hinder it from hunting ) .",To put a law on.,tgt,DM,1
"The man was horribly nice , yet she still would n't marry him . What is the meaning of horribly ?",To an extreme degree or extent .,To a great extent or degree.,tgt,DM,0
The source of the story is an unattributable leak from the government . What is the meaning of unattributable ?,Not able to be ascribed or attributed to a particular source,Not able to be attributed.,tgt,DM,0
"He [ ... ] finds himself looking across the street , at a little bodega on the corner . What is the meaning of bodega ?",Any convenience store .,"A small, inexpensive, fast-food restaurant.",tgt,DM,1
"There were the rougiers , for instance , an old , ragged , dwarfish couple who plied an extraordinary trade . What is the meaning of dwarfish ?",Like a dwarf ; being especially small or stunted .,Characteristic of a dwarf ; dwarfish.,tgt,DM,1
A subaltern officer . What is the meaning of subaltern ?,"Of a lower rank or position ; inferior or secondary ; especially ranking as a junior officer , below the rank of captain .",Of or pertaining to a subaltern ; subordinate.,tgt,DM,1
The medication may have adverse ocular side effects . What is the meaning of ocular ?,"Of , or relating to the eye , or the sense of sight",Of or pertaining to the eye.,tgt,DM,0
"Beyond celebrating the aesthetic value of thinness , pro-anas claim that thinness is a reflection of excellence in other areas of one 's life . What is the meaning of pro-ana ?",A member of this movement .,A member of a pro-ana movement.,tgt,DM,1
I′d recommend backing up these files to storage before reinstalling the operating system . What is the meaning of storage ?,"Any computer device , including such as a disk , on which data is stored for a longer term than memory .",The storage medium.,tgt,DM,0
Again the animal had bulldozed all of its bedding into a heap at one end of its cage . What is the meaning of bulldoze ?,"To push into a heap , as a bulldozer does .",To move in a bulldozer.,tgt,DM,1
A great history . What is the meaning of great ?,Arising from or possessing idealism ; admirable ; superior ; commanding ; heroic ; illustrious ; eminent .,Of great importance or importance.,tgt,DM,1
"The six o′clock news was regarded as the pivotal point in the day . as the news was beginning , often the premier would make himself available for a doorstop press conference . What is the meaning of doorstop ?","An interview with a politician or other public figure ( apparently informal or spontaneous but often planned ) , as they enter or leave a building .",A meeting or conference held at the doors of a building.,tgt,DM,1
A first test try by fergus mcfadden and a tomas o'leary touchdown helped ireland to a 15-12 half-time lead . What is the meaning of touchdown ?,A try,"A try scored by a defensive player, especially a try by a defensive player.",tgt,DM,1
To range the fields . What is the meaning of range ?,To rove over or through .,To divide into a range ; to divide into a range.,tgt,DM,1
She put the freshly cleaned linens into the linen closet . What is the meaning of linen ?,"Domestic textiles , such as tablecloths , bedding , towels , underclothes , etc. , that are made of linen or linen-like fabrics of cotton or other fibers ; linens .","A type of cloth, such as cotton, linen, or cotton terry, that is made of linen, cotton, or other linens.",tgt,DM,1
I saw the pair of them chinwagging by the water-cooler . What is the meaning of chinwag ?,"To chat , to gossip .","To chat, to talk.",tgt,DM,0
He consolidated his luggage into a single large bag . What is the meaning of consolidate ?,To combine into a single unit ; to group together or join .,To make or become consolidated.,tgt,DM,0
"In down-ballot races , television advertising is rare . What is the meaning of down-ballot ?",Pertaining to the election of a relatively minor officeholder .,Of or pertaining to a lower-ballot election.,tgt,DM,1
I have a pounding headache . What is the meaning of pounding ?,Causing heavy or loud throbs,"Having a strong, pounding sound.",tgt,DM,1
A multistep synthesis . What is the meaning of multistep ?,Involving multiple steps,Having multiple steps.,tgt,DM,0
A solomonic column . What is the meaning of Solomonic ?,Twisted helically .,Of or pertaining to the Solomons.,tgt,DM,1
How can he be so prodigal with money on such a tight budget ? What is the meaning of prodigal ?,"Yielding profusely , lavish .",Having a great deal of wealth ; richest ; richest.,tgt,DM,1
Risk is everywhere.for each one there is a frighteningly precise measurement of just how likely it is to jump from the shadows and get you . `` the norm chronicles '' aims to help data-phobes find their way through this blizzard of risks . What is the meaning of measurement ?,Magnitude ( or extent or amount ) determined by an act of measuring .,The act of measuring.,tgt,DM,1
"His forces , after all the high discourses , amounted really but to eighteen hundred foot . What is the meaning of foot ?",Foot soldiers ; infantry .,Foot soldiers.,tgt,DM,0
Immediate family ; immediate vicinity . What is the meaning of immediate ?,Very close ; direct or adjacent .,Nearby ; nearby.,tgt,DM,1
"Her malay was the malay of the staate of lanchap [ ... ] and she spoke it fierily , with crisp glottal checks , with much bubbling reduplication . What is the meaning of glottal ?",Articulated with the glottis .,Of or pertaining to the glottis.,tgt,DM,1
"`` the test was terrifically hard , '' said the tired student . What is the meaning of terrifically ?",In a terrific or extreme way .,In a terrific manner.,tgt,DM,0
I 'm not ready to run a marathon . What is the meaning of run ?,To compete in a race .,To participate in a race.,tgt,DM,0
Cultural genocide precedes physical genocide . What is the meaning of precede ?,"To go before , go in front of .",To be preceded by ; to come before.,tgt,DM,1
"He collapsed , red-faced from the effort , against the door jamb . What is the meaning of red-faced ?",exhausted,Having a red face.,tgt,DM,1
I always take the transit to work . What is the meaning of transit ?,Public transport system .,A means of transport ; a means of transport.,tgt,DM,1
The environments and spaces created for and by cosplay provide cosplayers with a variety of spaces for social interactions . What is the meaning of cosplay ?,The art or practice of costuming oneself as a ( usually fictional ) character .,The act of dressing up as a character in a comic book.,tgt,DM,0
"For complementarity , there are entailments both from affirmative sentences to the corresponding negative sentences ( which is what ordinary antonymy allows ) and from negative sentences to the corresponding affirmative sentences . [ ... ] that light is on entails that light is not off . that light is not on entails that light is off . What is the meaning of complementarity ?",A semantic relationship between two words wherein negative use of one entails the affirmative of the other with no gradability ; the relation of binary antonyms .,The condition of being complementar ; the state of being complementar.,tgt,DM,1
"The moral of is that if you repeatedly lie , people wo n't believe you when you tell the truth . What is the meaning of moral ?",The ethical significance or practical lesson .,A principle or principle that is based on experience rather than belief.,tgt,DM,1
"Do n't be stupid , be a smarty come and join the ! What is the meaning of smarty ?",An obnoxiously clever or quick-witted person .,A smart person.,tgt,DM,0
Meridian splendour . What is the meaning of meridian ?,Relating to the highest point or culmination .,Of or pertaining to the meridian.,tgt,DM,1
It was his job to survey buildings in order to determine their value and risks . What is the meaning of survey ?,"To examine with reference to condition , situation , value , etc . ; to examine and ascertain the state of",To perform a survey of ; to examine or examine with a surveyor.,tgt,DM,1
"'t is not age or height alone / can secure the staidest throne / from the reach of change or death , — . What is the meaning of staid ?",Always fixed in the same location ; stationary .,Having a fixed position ; stable ; stable.,tgt,DM,1
Something amiss in the arrangements had distracted the staff . What is the meaning of amiss ?,Wrong ; faulty ; out of order ; improper or otherwise incorrect .,In a state of disarray ; not right ; wrong.,tgt,DM,1
"When the map was redrawn after the war , our cousin found herself living in outlying territory . What is the meaning of outlying ?",Located outside of some boundary or limit .,Of a place : outward ; outwardly ; outwardly.,tgt,DM,1
"If the water stagnates , algae will grow . What is the meaning of stagnate ?",To cease to flow or run .,To become stagnant.,tgt,DM,1
He was in a deep sleep . What is the meaning of deep ?,"Sound , heavy ( describing a state of sleep from which one is not easily awoken ) .","Having a very long, deep sleep.",tgt,DM,1
"They lost heartbreakingly , with an own goal in the last minute of the match . What is the meaning of heartbreakingly ?",In a heartbreaking manner,In a heartbreaking manner.,tgt,DM,0
"The potential uses for gecko-inspired adhesive products are nearly endless . people have found possible uses for them from sports and robotics , to medicine and home improvement . What is the meaning of gecko ?","Any lizard of the family Gekkonidae . They are small , carnivorous , mostly nocturnal animals with large eyes and adhesive toes enabling them to climb on vertical and upside-down surfaces .","A small, slender, slender-bodied insect of the family Gekkonidae.",tgt,DM,0
"Christmas queen mary berry 's aubergine five-nut roast , from her christmas collection , is , as the name suggests , rather more focused on the nut side of things . breadcrumbs play second fiddle to a medley of almonds , brazils , chestnuts , pine nuts and pistachios which , although tangy with lemon juice and garlic , is outrageously dense . a single slice of this could leave you supine in front of the queen 's speech without even the wherewithal to reach for the remote control . What is the meaning of tangy ?","having a sharp , pungent flavor","The nuts of the aubergine, brazils, chestnuts, pine nuts, and pistachios.",tgt,DM,1
We thrust at the enemy with our forces . What is the meaning of thrust ?,To make advance with force .,To thrust ; to thrust at.,tgt,DM,1
"We looked down onto a beautiful , picturesque sunset over the ocean . What is the meaning of picturesque ?",Resembling or worthy of a picture or painting ; having the qualities of a picture or painting ; pleasingly beautiful .,"Pertaining to, or resembling, a picturesque scene.",tgt,DM,1
"With her own dried tongue , she bent to moisten into relaxation its indrawn blue lips , and breathing on the clenched , congested hands , tried as unavailingly to lessen their terrible tension . What is the meaning of unavailingly ?",In an unavailing manner ; without successful results ; to no avail .,In an unavailing manner ; in an unavailing manner.,tgt,DM,0
"The other duel , which occurred much earlier but was indelible in the town 's memory , was the one between plinio balmaceda and dionisiano barrios . the first was a member of an old and respectable family , an enormous , charming man but also a troublemaker with a wicked temper when he crossed paths with alcohol . dionisiano barrios was just the opposite : a timid , impaired man , an enemy of brawls and abstemious by nature . What is the meaning of abstemious ?","Refraining from freely consuming food or strong drink ; sparing in diet ; abstinent , temperate .",A barrister.,tgt,DM,1
We have to get people out of their cars and encourage them to use alternative forms of transportation . What is the meaning of transportation ?,"The act of transporting , or the state of being transported ; conveyance , often of people , goods etc .",The act of transporting ; the act of transporting.,tgt,DM,0
"With great heavings and throes , with snortings and bellowings , with scratchings and tearings of its great claws and lashings of its terrible tail , it writhed and fought to be free , and the light of thousands of fireworks illuminated the gigantic struggle . What is the meaning of bellowing ?",The sound produced when someone or something bellows,The sound of something that bellows.,tgt,DM,0
A deaf murmur through the squadron went . What is the meaning of deaf ?,Obscurely heard ; stifled ; deadened .,Without hearing ; not hearing.,tgt,DM,1
To call you stupid would be an insult to stupid people ! What is the meaning of insult ?,Action or form of speech deliberately intended to be rude ; a particular act or statement having this effect .,A word or phrase that is deemed to be offensive ; a remark or remark intended to cause annoyance.,tgt,DM,1
Avoid creating separate status reports for management ; these reports duplicate information in the sprint burndowns . What is the meaning of burndown ?,"In , a chart showing how much work remains to be completed .",A process in which a system is burned down.,tgt,DM,1
My cat is a habitual bird killer . What is the meaning of killer ?,One who or that which kills .,A person or thing that kills.,tgt,DM,0
"She stood with dead face and limp arms , unresponsive to my plea . What is the meaning of dead ?",Without emotion .,Not alive ; not alive.,tgt,DM,1
The element of absolutism and prelacy was more controlling in the counsels of the rival corporation . What is the meaning of absolutism ?,The principles or practice of absolute or arbitrary government ; despotism .,The doctrine that all things are absolute.,tgt,DM,1
He by a privy postern took his flight . What is the meaning of postern ?,"A back gate , back door , side entrance , or other gateway distinct from the main entrance .",A gate or entrance.,tgt,DM,1
The batsmen took an easy single as the ball approached the fieldsman but gambhir called for a second on the throw and franklin uprooted the non-striker 's stumps . What is the meaning of fieldsman ?,fielder,The batsman.,tgt,DM,1
An esoteric purpose . What is the meaning of esoteric ?,Confidential ; private .,Of or pertaining to esoteric matters.,tgt,DM,1
Bereaved relatives . What is the meaning of bereaved ?,having suffered the death of a loved one,Having died.,tgt,DM,1
I have a guilty secret . What is the meaning of guilty ?,Blameworthy .,Having the nature of a crime ; criminal.,tgt,DM,1
Strain through a chinois or fine-meshed sieve to remove any lumps of yolk . What is the meaning of chinois ?,A fine-meshed conical strainer,A type of sieve used for separating egg yolks.,tgt,DM,1
"Given enough time , the logic goes , water can cleave solid rock and mountains can be reduced to plains . this `` gradualism '' now underpins modern geologic thought . ... maybe we 'll find evidence that the rock layers are exposed on the flanks of mount sharp [ on mars ] not because a river carved through them over millions of years , but because the wind blew against them for billions of years – the ultimate in gradualism . What is the meaning of gradualism ?",The belief that some phenomenon occurs gradually over a long period of time .,A million years ago.,tgt,DM,1
The paint is still wet — do n't touch it or it will smear . What is the meaning of smear ?,To become messy or not clear by being spread .,To spread or spread smears.,tgt,DM,1
"The legibility of this text is questionable : half the people asked said it was almost illegible , but the other half said it was easy to read . What is the meaning of legibility ?",The property of being legible or easily readable .,The quality of being legible.,tgt,DM,1
Blinded windows . What is the meaning of blinded ?,Covered by blinds .,Covered with blinds.,tgt,DM,0
"Cindy , he 's gone postural . What is the meaning of postural ?",Lying down .,Of or pertaining to the postural muscles.,tgt,DM,1
"Antiinflammatory corticosteroid creams and ointments are prescribed for inflamed or lichenified areas . these creams are more effective when applied to damp skin . the lowest potency that controls signs should be used , and topical steroids are usually reserved for treatment of episodic flares . What is the meaning of flare ?",A sudden eruption or outbreak ; a flare-up .,A sudden onset of a disease or condition.,tgt,DM,1
And ever-threatening storms / of chaos blustering round . What is the meaning of bluster ?,To blow in strong or sudden gusts .,To move with a bluster.,tgt,DM,1
A snapper-up of bargains . What is the meaning of snapper ?,"One who , or that which , snaps .","One who, or that which, snaps.",tgt,DM,0
It was tactless of you not to attend your sister 's wedding . What is the meaning of tactless ?,having no tact ; unaware or intentionally inconsiderate of someone else 's feelings,Lacking tact ; not showing good judgment ; ruthless.,tgt,DM,1
The heat radiates from a stove . What is the meaning of radiate ?,To come out or proceed in rays or waves .,To be emitted or emitted in waves or waves ; to be emitted or emitted in waves or waves ; to be emitted or emitted in waves or waves ; to be emitted or emitted in waves or waves.,tgt,DM,0
"This medication can interact with alcohol , so it 's best to avoid drinking while you 're taking it . What is the meaning of interact ?",To affect each other .,To be able to interact with.,tgt,DM,1
"Katafa had taken refuge in the second great pool , a pool some few feet deep and large enough for a person to swim in . the water was tepid and the floor of soft sand , and as she slipped into it , gracile as a serpent , she did not look to see what fish there might be there . What is the meaning of gracile ?",Graceful or gracefully slender .,"Having a slender, slender body.",tgt,DM,1
